name,age,nationality,club,overall,potential,valueEuros,weakFoot,skillMoves,position,pace,shooting,passing,dribbling,defending,physical
L. Martínez,21,Argentina,Inter,81,89,27000000,4,4,RS,81,77,68,82,40,83
H. Aouar,21,France,Olympique Lyonnais,81,89,26000000,3,4,LCM,79,71,79,83,66,67
T. Ndombele,22,France,Tottenham Hotspur,81,89,26000000,3,4,LDM,80,65,78,87,70,78
Éder Militão,21,Brazil,Real Madrid,81,88,23000000,2,2,SUB,79,50,66,71,81,81
D. van de Beek,22,Netherlands,Ajax,81,87,24500000,3,3,CAM,71,78,77,79,71,79
V. Lindelöf,24,Sweden,Manchester United,81,87,22000000,4,3,RCB,74,50,72,72,82,78
Dani Ceballos,22,Spain,Arsenal,81,87,24000000,3,4,SUB,69,67,79,84,68,68
Pablo Fornals,23,Spain,West Ham United,81,87,24500000,3,4,SUB,67,76,79,80,71,68
E. Can,25,Germany,Juventus,81,86,23000000,4,3,RCM,70,68,77,79,81,84
Gayà,24,Spain,Valencia CF,81,86,21000000,3,4,LB,85,61,77,80,75,69
David Neres,22,Brazil,Ajax,81,86,24000000,3,5,LAM,87,73,73,87,36,65
P. Zieliński,25,Poland,Napoli,81,85,22500000,5,4,LM,81,72,81,84,70,61
G. Xhaka,26,Switzerland,Arsenal,81,84,21500000,3,3,LDM,51,67,81,71,69,78
Rafinha,26,Brazil,FC Barcelona,81,84,22000000,4,4,SUB,67,76,79,84,68,60
G. Kondogbia,26,Central African Rep.,Valencia CF,81,84,21500000,2,4,SUB,69,73,76,79,78,88
M. Sabitzer,25,Austria,RB Leipzig,81,84,22500000,4,3,RCM,74,80,76,80,57,77
L. Shaw,23,England,Manchester United,81,84,20000000,2,3,LB,82,54,75,80,80,78
J. Martínez,26,Venezuela,Atlanta United,81,84,22500000,4,3,ST,89,79,61,79,25,73
A. Doucouré,26,France,Watford,81,84,20000000,3,3,RDM,69,74,73,77,79,82
W. Ndidi,22,Nigeria,Leicester City,81,84,20500000,4,3,CDM,71,62,67,74,83,82
W. Orban,26,Hungary,RB Leipzig,81,83,19000000,3,2,LCB,52,37,52,56,82,80
A. Plea,26,France,Borussia Mönchengladbach,81,83,22000000,3,4,LS,76,81,76,78,39,74
Y. Poulsen,25,Denmark,RB Leipzig,81,83,22000000,3,3,RS,83,74,67,75,56,82
R. Fraser,25,Scotland,Bournemouth,81,83,21500000,4,3,LM,90,73,78,83,46,61
M. Ginter,25,Germany,Borussia Mönchengladbach,81,83,19500000,3,2,RCB,62,58,69,65,82,77
R. Guerreiro,25,Portugal,Borussia Dortmund,81,83,21500000,2,4,SUB,73,75,82,85,66,57
João Mário,26,Portugal,Inter,81,83,21500000,4,4,RES,69,69,80,83,64,67
Thiago Mendes,27,Brazil,Olympique Lyonnais,81,83,19000000,3,4,RCM,78,70,78,79,77,74
A. Izzo,27,Italy,Torino,81,83,18500000,4,2,RCB,68,33,48,65,83,75
M. Brozović,26,Croatia,Inter,81,83,19500000,4,3,CDM,64,73,79,80,76,73
A. Ljajić,27,Serbia,Beşiktaş JK,81,82,20500000,4,4,CAM,78,75,80,84,37,61
J. Corona,26,Mexico,FC Porto,81,82,21000000,5,5,RM,83,70,75,88,62,54
L. Milivojević,28,Serbia,Crystal Palace,81,82,17500000,2,2,RCM,55,67,76,67,78,84
Gerard Moreno,27,Spain,Villarreal CF,81,82,21000000,4,3,ST,76,79,66,78,45,69
W. Weghorst,26,Netherlands,VfL Wolfsburg,81,82,21000000,3,3,ST,63,80,59,69,39,83
Quaresma,35,Portugal,Beşiktaş JK,81,81,8000000,4,5,RM,77,73,82,86,24,63
J. Mathieu,35,France,Sporting CP,81,81,5500000,2,2,LCB,68,64,73,62,83,81
J. Milner,33,England,Liverpool,81,81,10500000,4,3,SUB,61,70,82,77,77,78
L. López,36,Argentina,Racing Club,81,81,6500000,4,4,LS,75,82,73,80,50,70
B. Gomis,33,France,Al Hilal,81,81,11000000,3,4,LS,70,82,66,75,36,74
M. Dembélé,31,Belgium,Guangzhou R&F FC,81,81,15000000,2,4,CM,73,68,77,87,77,80
Cesc Fàbregas,32,Spain,AS Monaco,81,81,13500000,3,3,LCM,53,73,87,77,60,56
L. Koscielny,33,France,FC Girondins de Bordeaux,81,81,8500000,3,2,CB,60,43,63,64,82,74
Jardel,33,Brazil,SL Benfica,81,81,8500000,2,2,SUB,55,42,54,53,82,79
Renato Augusto,31,Brazil,Beijing Sinobo Guoan FC,81,81,15000000,4,4,LAM,67,73,79,79,71,72
José Fonte,35,Portugal,LOSC Lille,81,81,5500000,3,2,RCB,36,38,54,60,81,76
A. Guardado,32,Mexico,Real Betis,81,81,13500000,2,4,LCM,68,68,81,82,72,68
L. Piszczek,34,Poland,Borussia Dortmund,81,81,6000000,4,2,RB,77,68,75,73,82,78
K. Gameiro,32,France,Valencia CF,81,81,14000000,4,3,RS,85,79,74,77,43,67
D. Payet,32,France,Olympique de Marseille,81,81,14000000,4,4,LW,71,77,82,81,38,67
Beñat,32,Spain,Athletic Club de Bilbao,81,81,13500000,3,3,LCM,49,73,84,74,67,71
B. Höwedes,31,Germany,Lokomotiv Moscow,81,81,13000000,3,2,RCB,52,48,62,63,82,74
M. Sissoko,29,France,Tottenham Hotspur,81,81,17000000,3,3,SUB,80,70,78,79,79,89
M. Parolo,34,Italy,Lazio,81,81,7000000,4,3,SUB,64,76,76,75,79,79
Fernando,31,Brazil,Sevilla FC,81,81,13500000,2,3,CDM,61,62,71,70,81,82
N. Gaitán,31,Argentina,Chicago Fire,81,81,15500000,2,4,CAM,78,72,80,82,41,58
S. Giovinco,32,Italy,Al Hilal,81,81,14000000,4,4,RS,81,79,79,87,27,56
Luiz Gustavo,31,Brazil,Olympique de Marseille,81,81,13500000,3,3,CDM,58,60,69,69,80,82
N. Nkoulou,29,Cameroon,Torino,81,81,15000000,3,2,CB,70,44,64,70,82,74
N. Matić,30,Serbia,Manchester United,81,81,14500000,3,3,SUB,48,68,77,72,80,78
Marcos Alonso,28,Spain,Chelsea,81,81,15000000,3,3,SUB,66,73,79,77,79,79
H. Mkhitaryan,30,Armenia,Arsenal,81,81,17000000,5,4,SUB,78,76,78,83,55,66
André Almeida,28,Portugal,SL Benfica,81,81,15000000,3,3,RB,68,63,76,75,82,82
A. Florenzi,28,Italy,Roma,81,81,15000000,3,4,RB,82,77,76,80,77,73
E. Zahavi,31,Israel,Guangzhou R&F FC,81,81,16000000,4,4,LW,75,81,73,82,39,70
F. Vázquez,30,Argentina,Sevilla FC,81,81,16500000,3,4,LCM,56,78,80,81,58,72
Lucas Vázquez,28,Spain,Real Madrid,81,81,18000000,4,4,SUB,82,73,79,82,58,69
Dani García,29,Spain,Athletic Club de Bilbao,81,81,17000000,3,3,RCM,42,69,73,75,78,79
M. Acuña,27,Argentina,Sporting CP,81,81,18500000,3,4,LW,76,74,81,86,76,84
Laure Santeiro,31,Brazil,Fluminense,81,81,15500000,5,4,LM,82,72,77,83,26,51
J. Frendado,35,Uruguay,Uruguay,81,81,0,3,2,,71,61,57,62,82,75
S. Ardero,31,Uruguay,Uruguay,81,81,0,5,4,,82,72,77,83,26,51
L. Dálves,27,Uruguay,Uruguay,81,81,0,3,3,,80,82,60,71,34,75
S. Mandíquez,30,Ecuador,Ecuador,81,81,0,4,4,,80,80,56,74,29,80
João Félix,19,Portugal,Atlético Madrid,80,93,28000000,4,5,RS,82,80,74,81,40,70
N. Barella,22,Italy,Inter,80,88,21500000,3,3,RCM,76,66,78,80,74,69
J. Gomez,22,England,Liverpool,80,88,20000000,3,3,RCB,81,30,64,68,79,76
A. Christensen,23,Denmark,Chelsea,80,87,19000000,3,2,RCB,68,31,63,68,82,72
Y. Tielemans,22,Belgium,Leicester City,80,87,20500000,5,4,RCM,63,78,82,78,68,67
Mario Hermoso,24,Spain,Atlético Madrid,80,87,19000000,3,2,SUB,79,49,72,71,79,77
Carlos Soler,22,Spain,Valencia CF,80,87,21000000,4,3,RM,77,74,81,78,62,68
M. Caldara,25,Italy,Milan,80,86,18000000,3,2,SUB,64,34,46,63,83,74
H. Winks,23,England,Tottenham Hotspur,80,86,20000000,3,3,RDM,70,58,77,83,71,66
K. Piątek,24,Poland,Milan,80,86,20500000,3,3,LS,76,80,53,73,38,71
Diogo Jota,22,Portugal,Wolverhampton Wanderers,80,86,20500000,5,4,LS,83,77,70,84,53,76
Marcos Llorente,24,Spain,Atlético Madrid,80,86,18500000,3,3,SUB,58,50,73,71,77,73
F. Mendy,24,France,Real Madrid,80,86,18000000,5,4,SUB,89,64,73,79,75,81
Melendo,21,Spain,RCD Espanyol,80,86,20500000,3,3,RM,82,71,77,82,55,61
Rúben Dias,22,Portugal,SL Benfica,80,86,18500000,4,2,RCB,64,38,50,59,81,83
Héctor Bellerín,24,Spain,Arsenal,80,85,17500000,3,3,SUB,92,51,70,78,76,66
B. Mendy,24,France,Manchester City,80,85,17500000,3,3,SUB,81,51,77,77,77,77
M. Dembélé,22,France,Olympique Lyonnais,80,85,20000000,3,4,ST,82,77,61,76,30,81
Santi Mina,23,Spain,RC Celta,80,85,20000000,4,3,LS,77,79,69,78,53,72
Rony Lopes,23,Portugal,Sevilla FC,80,85,20000000,3,4,LW,79,75,76,83,30,57
J. Correa,24,Argentina,Lazio,80,85,20000000,4,4,CF,84,75,75,85,39,67
T. Bakayoko,24,France,Chelsea,80,85,18000000,3,3,RES,66,48,69,74,79,85
M. Eggestein,22,Germany,SV Werder Bremen,80,85,19500000,4,3,RCM,73,70,75,78,73,78
Odriozola,23,Spain,Real Madrid,80,85,17500000,3,3,SUB,89,53,71,77,77,69
M. Gómez,22,Uruguay,Valencia CF,80,85,20000000,3,3,SUB,64,80,68,72,32,79
Sergi Darder,25,Spain,RCD Espanyol,80,84,19000000,3,4,LCM,45,69,79,80,66,67
K. Zouma,24,France,Chelsea,80,84,17500000,3,2,LCB,64,51,59,55,78,83
L. Paredes,25,Argentina,Paris Saint-Germain,80,84,19000000,4,4,SUB,71,67,81,79,72,74
N. Aké,24,Netherlands,Bournemouth,80,84,17500000,3,2,LCB,75,53,70,71,81,77
E. Hysaj,25,Albania,Napoli,80,84,17000000,3,3,SUB,79,51,68,75,78,74
André Gomes,25,Portugal,Everton,80,84,17500000,4,4,LDM,65,71,78,80,73,80
K. Baldé,24,Senegal,AS Monaco,80,84,19500000,4,4,SUB,91,76,72,83,29,69
J. Weigl,23,Germany,Borussia Dortmund,80,84,17500000,3,3,RDM,61,47,75,76,78,66
V. Rongier,24,France,FC Nantes,80,84,19000000,4,3,LCM,64,73,76,80,75,62
Yeray,24,Spain,Athletic Club de Bilbao,80,84,17500000,3,2,RCB,62,49,58,61,81,74
Loren,25,Spain,Real Betis,80,84,19500000,3,3,SUB,77,79,59,78,31,72
R. Rodríguez,26,Switzerland,Milan,80,83,16000000,3,3,LB,70,67,79,76,78,74
A. Oxlade-Chamberlain,25,England,Liverpool,80,83,18500000,4,4,SUB,82,73,78,84,66,73
Campaña,26,Spain,Levante UD,80,83,18000000,3,4,CDM,61,73,81,77,73,72
A. Mandi,27,Algeria,Real Betis,80,83,16000000,3,2,SUB,66,46,74,70,81,72
Deulofeu,25,Spain,Watford,80,83,19000000,4,4,RS,88,73,75,87,30,56
Bernat,26,Spain,Paris Saint-Germain,80,83,16000000,3,4,LB,82,61,78,85,74,66
M. Keane,26,England,Everton,80,83,16500000,3,2,RCB,60,49,62,66,80,79
J. Quintero,26,Colombia,River Plate,80,83,18500000,2,4,RES,73,77,81,83,37,50
Samu Castillejo,24,Spain,Milan,80,83,19000000,2,4,SUB,82,73,78,82,43,52
A. Rebić,25,Croatia,Eintracht Frankfurt,80,83,19000000,4,4,ST,88,80,70,78,39,81
E. Bailly,25,Ivory Coast,Manchester United,80,83,16500000,3,3,RES,76,42,58,62,79,80
M. Almirón,25,Paraguay,Newcastle United,80,83,18500000,2,4,LS,89,74,76,82,48,63
M. Lazzari,25,Italy,Lazio,80,83,18500000,3,3,RM,88,62,76,81,54,62
M. Lanzini,26,Argentina,West Ham United,80,82,18000000,3,4,LM,77,72,78,85,32,50
Sergi Gómez,27,Spain,Sevilla FC,80,82,15500000,2,2,LCB,64,41,65,63,81,75
H. Vanaken,26,Belgium,Club Brugge KV,80,82,18000000,5,4,CAM,48,76,81,77,65,73
M. Hinteregger,26,Austria,Eintracht Frankfurt,80,82,16000000,3,2,LCB,68,61,64,59,81,80
M. Nastasić,26,Serbia,FC Schalke 04,80,82,16000000,2,2,LCB,71,32,63,54,82,74
Gabriel,25,Brazil,SL Benfica,80,82,18000000,5,3,RCM,63,74,77,79,76,83
C. Wilson,27,England,Bournemouth,80,81,17500000,3,4,ST,87,78,67,77,39,75
J. Guilavogui,28,France,VfL Wolfsburg,80,81,14500000,3,2,CB,59,59,67,65,83,79
D. Klaassen,26,Netherlands,SV Werder Bremen,80,81,17000000,3,3,LCM,65,78,74,75,70,75
P. Kadeřábek,27,Czech Republic,TSG 1899 Hoffenheim,80,81,14500000,2,3,RWB,77,43,74,75,75,81
C. Kramer,28,Germany,Borussia Mönchengladbach,80,81,14500000,3,3,SUB,52,49,71,73,77,77
Iñigo Martínez,28,Spain,Athletic Club de Bilbao,80,81,14500000,3,2,LCB,70,56,64,61,80,78
Portu,27,Spain,Real Sociedad,80,81,17500000,4,3,SUB,81,78,76,81,58,75
Manu Trigueros,27,Spain,Villarreal CF,80,81,16500000,4,4,LDM,60,73,78,77,70,66
H. Çalhanoğlu,25,Turkey,Milan,80,81,17500000,4,4,SUB,67,75,82,84,59,58
M. Dabbur,27,Israel,Sevilla FC,80,81,17500000,4,4,SUB,75,78,65,77,32,72
M. Halstenberg,27,Germany,RB Leipzig,80,81,14500000,3,3,LWB,69,66,72,72,80,80
M. Vecino,27,Uruguay,Inter,80,81,15000000,3,4,SUB,67,68,77,80,76,74
Joaquín,37,Spain,Real Betis,80,80,5000000,3,4,LM,66,78,83,82,44,56
W. Rooney,33,England,DC United,80,80,9500000,4,3,ST,64,81,80,76,56,76
Nani,32,Portugal,Orlando City SC,80,80,11500000,5,5,LW,72,75,79,86,37,62
J. Mascherano,35,Argentina,Hebei China Fortune FC,80,80,4700000,3,2,CDM,66,53,72,68,79,75
A. Gignac,33,France,Tigres U.A.N.L.,80,80,9500000,3,3,ST,69,82,71,71,43,83
Jorge Molina,37,Spain,Getafe CF,80,80,5500000,4,3,LS,39,83,67,70,41,70
L. Perrin,33,France,AS Saint-Étienne,80,80,7000000,3,2,LCB,52,58,69,66,81,76
Charles,35,Brazil,SD Eibar,80,80,7000000,3,4,SUB,60,81,61,79,35,67
S. Radu,32,Romania,Lazio,80,80,9500000,3,3,SUB,64,64,65,68,83,69
D. Rose,28,England,Tottenham Hotspur,80,80,12500000,3,3,LB,77,62,74,79,80,75
E. Lamela,27,Argentina,Tottenham Hotspur,80,80,15500000,2,4,SUB,75,77,79,82,51,72
Raúl García,32,Spain,Athletic Club de Bilbao,80,80,11500000,3,3,CAM,47,82,80,77,72,81
Naldo,36,Brazil,AS Monaco,80,80,3000000,4,2,SUB,53,65,62,60,81,71
D. Wass,30,Denmark,Valencia CF,80,80,13500000,3,3,RB,73,77,81,77,76,75
Pedro León,32,Spain,SD Eibar,80,80,11500000,3,4,RM,60,78,85,81,45,59
I. Piatti,34,Argentina,Montreal Impact,80,80,7500000,4,5,SUB,73,81,74,85,55,75
M. Díaz,32,Chile,Racing Club,80,80,9500000,3,3,CDM,59,67,81,75,74,75
M. Valbuena,34,France,Olympiacos CFP,80,80,7500000,3,3,CAM,77,75,80,82,34,48
L. Bender,30,Germany,Bayer 04 Leverkusen,80,80,11500000,3,2,RM,65,64,72,72,83,77
S. Bender,30,Germany,Bayer 04 Leverkusen,80,80,12000000,4,2,CB,65,51,62,60,82,77
E. Capoue,30,France,Watford,80,80,12000000,3,3,LDM,52,71,74,73,78,77
Antunes,32,Portugal,Getafe CF,80,80,9000000,3,4,LB,75,69,76,76,77,72
F. Fazio,32,Argentina,Roma,80,80,9500000,2,2,RCB,33,41,54,53,82,81
M. Hasebe,35,Japan,Eintracht Frankfurt,80,80,4500000,3,3,CB,53,51,76,71,81,69
Sidnei,29,Brazil,Real Betis,80,80,12500000,2,2,LCB,70,55,61,64,78,82
D. Perotti,30,Argentina,Roma,80,80,14000000,4,4,SUB,75,70,77,86,42,57
L. Pratto,31,Argentina,River Plate,80,80,13500000,3,4,LS,71,79,72,75,58,86
S. Feghouli,29,Algeria,Galatasaray SK,80,80,14500000,3,4,RM,86,72,74,83,34,64
K. Trippier,28,England,Atlético Madrid,80,80,12500000,4,3,RB,74,60,81,76,78,72
M. Musacchio,28,Argentina,Milan,80,80,13000000,3,3,RCB,66,47,63,67,83,72
Y. M'Vila,29,France,AS Saint-Étienne,80,80,12500000,3,3,LDM,70,61,75,74,75,78
L. Stindl,30,Germany,Borussia Mönchengladbach,80,80,14500000,4,4,RES,66,80,78,79,59,72
F. Smolov,29,Russia,Lokomotiv Moscow,80,80,15000000,4,4,ST,86,81,70,76,32,73
S. Nzonzi,30,France,Galatasaray SK,80,80,12000000,3,2,SUB,42,55,71,68,79,86
F. Coquelin,28,France,Valencia CF,80,80,14500000,3,3,LCM,70,66,75,78,78,77
Hulk,32,Brazil,Shanghai SIPG FC,80,80,11500000,3,4,RW,78,85,76,80,47,86
K. Strootman,29,Netherlands,Olympique de Marseille,80,80,14000000,3,3,SUB,57,72,80,73,77,80
C. Smalling,29,England,Manchester United,80,80,12500000,3,2,SUB,69,47,58,58,79,81
K. Glik,31,Poland,AS Monaco,80,80,11000000,2,2,RCB,45,32,44,53,79,82
E. Salvio,28,Argentina,Boca Juniors,80,80,15000000,4,4,SUB,86,75,73,84,58,68
K. Vogt,27,Germany,TSG 1899 Hoffenheim,80,80,13500000,3,2,CB,73,57,71,67,80,79
R. Pereyra,28,Argentina,Watford,80,80,15000000,4,4,LM,75,73,79,83,61,67
Y. Belhanda,29,Morocco,Galatasaray SK,80,80,14500000,4,4,LCM,73,76,78,83,57,71
Sergi Enrich,29,Spain,SD Eibar,80,80,15000000,4,4,RS,60,78,70,75,43,78
D. Lovren,29,Croatia,Liverpool,80,80,12500000,4,2,SUB,54,40,59,62,80,78
S. Verdi,26,Italy,Napoli,80,80,16000000,5,4,SUB,86,73,80,83,48,53
L. Muriel,28,Colombia,Atalanta,80,80,15500000,4,4,SUB,88,76,68,84,27,68
D. Vida,30,Croatia,Beşiktaş JK,80,80,12000000,3,2,RCB,75,40,59,60,82,79
Ibai Gómez,29,Spain,Athletic Club de Bilbao,80,80,14500000,5,4,SUB,76,79,80,81,59,67
S. Berghuis,27,Netherlands,Feyenoord,80,80,15500000,2,3,RW,78,77,81,82,36,62
Cristian Tello,27,Spain,Real Betis,80,80,15500000,4,4,SUB,89,75,76,81,48,61
Ismaily,29,Brazil,Shakhtar Donetsk,80,80,12000000,2,4,LB,82,66,74,81,75,75
F. Ghoulam,28,Algeria,Napoli,80,80,12500000,4,3,LB,75,64,77,78,78,73
S. Sané,28,Senegal,FC Schalke 04,80,80,13000000,3,2,RCB,62,49,65,63,80,81
S. Zaza,28,Italy,Torino,80,80,15500000,3,4,SUB,76,79,62,77,50,84
S. Vrsaljko,27,Croatia,Atlético Madrid,80,80,13000000,3,3,SUB,77,55,74,75,79,77
Pozuelo,27,Spain,Toronto FC,80,80,15500000,5,4,CAM,66,73,78,83,50,60
R. Jiménez,28,Mexico,Wolverhampton Wanderers,80,80,15500000,4,3,RS,78,78,71,75,47,79
Bernard,26,Brazil,Everton,80,80,16000000,4,4,LM,87,69,76,85,38,44
T. Stepanenko,29,Ukraine,Shakhtar Donetsk,80,80,12500000,3,3,RDM,67,61,72,69,78,80
I. Marcone,29,Argentina,Boca Juniors,80,80,12500000,3,4,RCM,55,58,73,78,75,83
Jony,27,Spain,Lazio,80,80,15500000,3,3,LM,87,70,79,80,52,68
Mata,30,Spain,Getafe CF,80,80,14500000,3,3,RS,72,79,61,75,31,77
M. Marega,28,Mali,FC Porto,80,80,15500000,3,3,RS,88,79,63,65,41,90
Everton Andrão,35,Brazil,Fluminense,80,80,4700000,4,2,CDM,68,62,74,76,78,77
Welington Dano,31,Brazil,Cruzeiro,80,80,10500000,4,4,LB,79,54,76,78,75,74
M. Baldona,35,Uruguay,Uruguay,80,80,0,4,3,,68,62,74,76,78,77
M. Nérez,31,Uruguay,Uruguay,80,80,0,4,4,,79,54,76,78,77,74
Vinícius Jr.,18,Brazil,Real Madrid,79,92,22500000,4,5,RW,93,70,71,85,29,63
R. Bentancur,22,Uruguay,Juventus,79,89,20000000,4,4,SUB,70,58,78,81,70,74
Lucas Paquetá,21,Brazil,Milan,79,89,20500000,2,4,CAM,76,75,75,81,60,77
A. Wan-Bissaka,21,England,Manchester United,79,88,17500000,2,4,RB,87,50,63,78,80,72
I. Konaté,20,France,RB Leipzig,79,88,18000000,2,3,CB,78,27,54,68,80,78
Merino,23,Spain,Real Sociedad,79,87,18500000,3,3,LCM,69,73,77,80,71,74
S. Berge,21,Norway,KRC Genk,79,87,17000000,3,3,LCM,74,49,74,74,76,85
L. Pellegrini,23,Italy,Roma,79,87,18500000,3,3,RDM,74,68,79,76,72,69
F. Chiesa,21,Italy,Fiorentina,79,87,18500000,4,4,RW,85,74,71,83,44,64
Dani Olmo,21,Spain,Dinamo Zagreb,79,87,18500000,4,4,LCM,80,76,76,82,48,61
R. Zobnin,25,Russia,Spartak Moscow,79,86,16000000,3,4,RDM,76,64,75,80,78,73
A. Saint-Maximin,22,France,Newcastle United,79,86,17500000,4,5,SUB,93,70,70,87,23,63
C. Pavón,23,Argentina,LA Galaxy,79,86,17500000,3,4,SUB,91,76,75,79,49,74
T. Kehrer,22,Germany,Paris Saint-Germain,79,86,16000000,5,3,RB,74,44,65,67,78,76
C. Pulisic,20,United States,Chelsea,79,86,18000000,4,4,LW,90,68,70,84,36,58
F. Kessié,22,Ivory Coast,Milan,79,86,17500000,4,3,RCM,72,72,72,77,78,88
A. Hakimi,20,Morocco,Borussia Dortmund,79,86,16000000,2,3,SUB,92,62,72,80,74,74
D. Samassékou,23,Mali,TSG 1899 Hoffenheim,79,86,16000000,3,3,SUB,73,49,69,72,77,77
Marc Roca,22,Spain,RCD Espanyol,79,86,16000000,3,3,RCM,61,62,77,73,73,68
D. Zagadou,20,France,Borussia Dortmund,79,86,16000000,3,2,SUB,62,34,61,50,80,80
V. Tsygankov,21,Ukraine,Dynamo Kyiv,79,86,18000000,4,4,RM,83,73,77,80,47,56
De Tomás,24,Spain,SL Benfica,79,85,17500000,3,3,LS,72,81,60,73,35,71
R. Loftus-Cheek,23,England,Chelsea,79,85,17000000,3,4,SUB,70,67,76,81,62,79
S. Lobotka,24,Slovakia,RC Celta,79,85,17000000,4,4,RDM,64,63,76,78,70,66
J. Denayer,24,Belgium,Olympique Lyonnais,79,85,15500000,3,2,LCB,75,42,63,68,79,78
L. Klostermann,23,Germany,RB Leipzig,79,85,15500000,3,2,RWB,85,50,63,71,79,75
A. Golovin,23,Russia,AS Monaco,79,85,17500000,4,4,RCM,81,71,75,82,65,67
A. Diallo,23,France,Paris Saint-Germain,79,85,15500000,3,3,SUB,77,37,70,76,78,76
B. Pavard,23,France,FC Bayern München,79,85,15500000,3,3,SUB,69,47,72,70,81,74
M. Rashica,23,Kosovo,SV Werder Bremen,79,85,17500000,4,3,LW,90,78,71,83,44,63
B. Chilwell,22,England,Leicester City,79,85,15500000,3,3,LB,78,49,71,77,76,75
Wesley,22,Brazil,Aston Villa,79,85,17500000,3,3,ST,77,76,68,73,38,88
T. Souček,24,Czech Republic,SK Slavia Praha,79,85,15500000,3,3,LDM,70,68,72,72,79,82
Junior Firpo,22,Spain,FC Barcelona,79,85,15500000,3,3,SUB,85,64,72,74,75,76
J. Ward-Prowse,24,England,Southampton,79,84,16500000,3,3,RCM,60,71,85,77,62,64
A. Januzaj,24,Belgium,Real Sociedad,79,84,17000000,4,4,RW,76,76,74,82,29,56
Otávio,24,Brazil,FC Porto,79,84,17000000,3,4,SUB,75,69,77,84,45,62
N. Stark,24,Germany,Hertha BSC,79,84,15000000,3,2,RCB,78,53,66,67,80,75
A. Iwobi,23,Nigeria,Everton,79,84,17000000,3,4,SUB,80,64,74,83,28,68
J. Gbamin,23,Ivory Coast,Everton,79,84,15500000,3,3,RDM,80,57,73,74,78,83
Munir,23,Spain,Sevilla FC,79,84,17000000,3,4,RW,84,77,75,81,35,66
Angeliño,22,Spain,Manchester City,79,84,15000000,3,4,SUB,85,64,79,81,72,78
J. Maddison,22,England,Leicester City,79,84,17000000,4,4,LW,75,72,82,79,39,57
André Silva,23,Portugal,Milan,79,84,17000000,3,4,RES,77,75,63,78,43,75
Richarlison,22,Brazil,Everton,79,84,17000000,5,4,RM,84,77,72,81,45,79
S. Nakajima,24,Japan,FC Porto,79,84,17000000,4,4,SUB,90,73,72,83,37,50
Raphinha,22,Brazil,Sporting CP,79,84,17000000,3,4,RW,89,74,74,82,49,70
E. Dier,25,England,Tottenham Hotspur,79,83,14500000,3,2,SUB,54,63,71,64,80,84
L. Trossard,24,Belgium,Brighton & Hove Albion,79,83,16500000,4,4,LW,83,80,76,82,30,62
Jonny,25,Spain,Wolverhampton Wanderers,79,83,14500000,3,4,LWB,77,52,70,76,78,70
M. Sanson,24,France,Olympique de Marseille,79,83,16000000,4,4,LCM,75,73,78,77,70,75
J. Lerma,24,Colombia,Bournemouth,79,83,15000000,4,3,LCM,73,64,72,73,78,80
L. Dubois,24,France,Olympique Lyonnais,79,83,14500000,4,3,RB,74,61,75,75,77,73
F. Grillitsch,23,Austria,TSG 1899 Hoffenheim,79,83,16000000,3,3,LCM,64,59,77,77,68,66
L. Cabrera,27,Uruguay,Getafe CF,79,82,13500000,3,2,LCB,58,31,58,57,79,80
R. Barkley,25,England,Chelsea,79,82,16000000,5,4,SUB,70,73,77,80,56,73
J. Murillo,27,Colombia,Sampdoria,79,82,13500000,3,2,RCB,75,40,59,63,79,80
J. Tarkowski,26,England,Burnley,79,82,14000000,4,2,RCB,58,45,66,63,79,78
J. Brooks,26,United States,VfL Wolfsburg,79,82,14000000,3,2,LCB,71,39,58,64,80,75
M. Batshuayi,25,Belgium,Chelsea,79,82,16000000,5,4,SUB,76,79,58,78,33,72
M. Arnold,25,Germany,VfL Wolfsburg,79,82,15500000,2,3,LCM,65,80,76,77,70,69
S. Kolašinac,26,Bosnia Herzegovina,Arsenal,79,82,13500000,2,3,SUB,75,62,72,73,75,87
F. Schär,27,Switzerland,Newcastle United,79,82,13500000,4,2,RCB,62,66,71,69,80,75
Ricardo Horta,24,Portugal,SC Braga,79,82,16000000,3,3,LW,76,76,76,81,42,55
L. Alario,26,Argentina,Bayer 04 Leverkusen,79,82,16000000,3,3,SUB,71,77,59,75,29,75
Mariano,25,Dominican Republic,Real Madrid,79,82,16000000,4,3,SUB,82,80,61,73,45,80
R. Aguilar,26,France,AS Monaco,79,82,13500000,3,3,RB,84,53,69,76,75,73
F. Balbuena,27,Paraguay,West Ham United,79,82,13500000,3,2,RCB,56,40,52,50,80,79
S. Mustafi,27,Germany,Arsenal,79,81,13000000,3,2,SUB,60,57,63,61,77,77
G. Pezzella,28,Argentina,Fiorentina,79,81,12500000,3,2,LCB,56,49,47,56,80,76
D. da Costa,25,Germany,Eintracht Frankfurt,79,81,13500000,3,3,RM,81,50,70,72,76,81
W. Boly,28,France,Wolverhampton Wanderers,79,81,12500000,4,2,LCB,64,35,62,61,78,82
B. Davies,26,Wales,Tottenham Hotspur,79,81,13500000,3,3,SUB,73,58,75,75,78,74
Fred,26,Brazil,Manchester United,79,81,15000000,4,4,SUB,76,73,75,80,74,69
M. Samatta,26,Tanzania,KRC Genk,79,81,15500000,4,3,ST,85,78,66,73,32,74
